場所,騎手,total_runs,wins,places,win_rate,place_rate
新潟,中井裕二,212,15,49,7.08,23.11
新潟,中村将之,1,0,0,0.0,0.0
新潟,中谷雄太,130,11,34,8.46,26.15
新潟,丸山元気,629,54,183,8.59,29.09
新潟,丸田恭介,702,37,136,5.27,19.37
新潟,丸野勝虎,1,0,0,0.0,0.0
新潟,丹内祐次,589,33,131,5.6,22.24
新潟,亀田温心,295,19,61,6.44,20.68
新潟,二本柳壮,35,0,5,0.0,14.29
新潟,五十嵐雄,3,0,0,0.0,0.0
新潟,井上敏樹,160,4,14,2.5,8.75
新潟,今村聖奈,122,19,39,15.57,31.97
新潟,伊藤工真,133,3,19,2.26,14.29
新潟,伴啓太,239,3,15,1.26,6.28
新潟,佐々木大,76,3,10,3.95,13.16
新潟,佐久間寛,2,0,0,0.0,0.0
新潟,佐藤友則,22,0,0,0.0,0.0
新潟,内田博幸,592,42,129,7.09,21.79
新潟,加藤祥太,272,10,49,3.68,18.01
新潟,勝浦正樹,479,30,104,6.26,21.71
新潟,北村友一,245,27,69,11.02,28.16
新潟,北村宏司,333,20,77,6.01,23.12
新潟,原優介,324,8,45,2.47,13.89
新潟,原田和真,163,3,22,1.84,13.5
新潟,古川吉洋,107,6,21,5.61,19.63
新潟,古川奈穂,38,2,6,5.26,15.79
新潟,吉井友彦,3,0,0,0.0,0.0
新潟,吉田豊,355,15,65,4.23,18.31
新潟,吉田隼人,583,71,195,12.18,33.45
新潟,和田竜二,163,8,33,4.91,20.25
新潟,和田翼,123,6,26,4.88,21.14
新潟,嘉藤貴行,255,9,32,3.53,12.55
新潟,団野大成,175,15,45,8.57,25.71
新潟,国分優作,36,1,5,2.78,13.89
新潟,国分恭介,37,3,7,8.11,18.92
新潟,土田真翔,12,0,0,0.0,0.0
新潟,坂井瑠星,203,24,64,11.82,31.53
新潟,城戸義政,129,2,20,1.55,15.5
新潟,大久保友,4,0,1,0.0,25.0
新潟,大塚海渡,45,2,6,4.44,13.33
新潟,大庭和弥,60,0,2,0.0,3.33
新潟,大江原圭,1,0,0,0.0,0.0
新潟,大畑雅章,1,0,0,0.0,0.0
新潟,大野拓弥,395,32,95,8.1,24.05
新潟,太宰啓介,54,0,4,0.0,7.41
新潟,宮崎北斗,348,13,47,3.74,13.51
新潟,富田暁,290,16,58,5.52,20.0
新潟,小坂忠士,11,0,2,0.0,18.18
新潟,小島太一,9,0,0,0.0,0.0
新潟,小崎綾也,169,8,29,4.73,17.16
新潟,小林凌大,231,4,25,1.73,10.82
新潟,小林徹弥,2,0,1,0.0,50.0
新潟,小林脩斗,289,7,38,2.42,13.15
新潟,小沢大仁,139,5,22,3.6,15.83
新潟,小牧太,30,2,7,6.67,23.33
新潟,小野寺祐,10,0,1,0.0,10.0
新潟,山田敬士,280,7,24,2.5,8.57
新潟,岡田祥嗣,22,2,7,9.09,31.82
新潟,岩田康誠,233,23,70,9.87,30.04
新潟,岩田望来,317,33,97,10.41,30.6
新潟,岩部純二,168,4,14,2.38,8.33
新潟,嶋田純次,254,8,40,3.15,15.75
新潟,川又賢治,333,19,61,5.71,18.32
新潟,川島信二,48,2,11,4.17,22.92
新潟,川田将雅,102,28,54,27.45,52.94
新潟,川端海翼,3,0,0,0.0,0.0
新潟,川須栄彦,216,18,44,8.33,20.37
新潟,左海誠二,3,0,0,0.0,0.0
新潟,平野優,16,0,2,0.0,12.5
新潟,幸英明,131,9,33,6.87,25.19
新潟,戸崎圭太,557,96,238,17.24,42.73
新潟,斎藤新,434,31,84,7.14,19.35
新潟,服部寿希,57,1,6,1.75,10.53
新潟,木幡初也,428,16,55,3.74,12.85
新潟,木幡初広,50,1,7,2.0,14.0
新潟,木幡巧也,929,47,158,5.06,17.01
新潟,木幡育也,377,12,53,3.18,14.06
新潟,杉原誠人,452,23,61,5.09,13.5
新潟,村田一誠,66,0,3,0.0,4.55
新潟,松山弘平,125,10,34,8.0,27.2
新潟,松岡正海,65,0,3,0.0,4.62
新潟,松本大輝,193,9,32,4.66,16.58
新潟,松田大作,53,3,16,5.66,30.19
新潟,松若風馬,116,5,33,4.31,28.45
新潟,柴山雄一,219,17,48,7.76,21.92
新潟,柴田善臣,387,20,62,5.17,16.02
新潟,柴田大知,594,25,104,4.21,17.51
新潟,柴田未崎,6,0,1,0.0,16.67
新潟,森一馬,34,1,3,2.94,8.82
新潟,森泰斗,18,2,5,11.11,27.78
新潟,森裕太朗,172,12,27,6.98,15.7
新潟,横山典弘,124,16,41,12.9,33.06
新潟,横山和生,272,22,53,8.09,19.49
新潟,横山武史,325,25,84,7.69,25.85
新潟,横山琉人,110,7,17,6.36,15.45
新潟,武士沢友,294,8,26,2.72,8.84
新潟,武幸四郎,2,0,0,0.0,0.0
新潟,武藤雅,463,26,81,5.62,17.49
新潟,武豊,16,1,4,6.25,25.0
新潟,水口優也,46,2,5,4.35,10.87
新潟,水沼元輝,24,0,0,0.0,0.0
新潟,永島まな,131,6,22,4.58,16.79
新潟,永野猛蔵,123,4,14,3.25,11.38
新潟,江田勇亮,2,0,0,0.0,0.0
新潟,江田照男,414,12,35,2.9,8.45
新潟,池添謙一,66,15,27,22.73,40.91
新潟,泉谷楓真,164,13,37,7.93,22.56
新潟,津村明秀,1018,84,272,8.25,26.72
新潟,浜中俊,38,2,13,5.26,34.21
新潟,熊沢重文,17,0,2,0.0,11.76
新潟,田中健,39,4,10,10.26,25.64
新潟,田中勝春,275,12,41,4.36,14.91
新潟,田辺裕信,389,43,129,11.05,33.16
新潟,畑端省吾,10,0,1,0.0,10.0
新潟,的場勇人,101,6,17,5.94,16.83
新潟,石川裕紀,390,18,66,4.62,16.92
新潟,石橋脩,605,66,168,10.91,27.77
新潟,石神深一,7,0,0,0.0,0.0
新潟,福永祐一,274,56,129,20.44,47.08
新潟,秋山真一,191,21,47,10.99,24.61
新潟,秋山稔樹,280,18,48,6.43,17.14
新潟,竹之下智,6,0,2,0.0,33.33
新潟,笹川翼,8,0,2,0.0,25.0
新潟,義英真,66,5,11,7.58,16.67
新潟,草野太郎,1,0,0,0.0,0.0
新潟,荻野極,258,13,48,5.04,18.6
新潟,荻野琢真,58,0,7,0.0,12.07
新潟,菅原俊吏,1,0,0,0.0,0.0
新潟,菅原明良,639,57,164,8.92,25.67
新潟,菅原辰徳,1,0,0,0.0,0.0
新潟,菅原隆一,89,3,13,3.37,14.61
新潟,菊沢一樹,713,33,112,4.63,15.71
新潟,菱田裕二,482,40,120,8.3,24.9
新潟,蓑島靖典,1,0,0,0.0,0.0
新潟,藤井勘一,73,3,10,4.11,13.7
新潟,藤岡佑介,25,3,10,12.0,40.0
新潟,藤岡康太,89,9,22,10.11,24.72
新潟,藤懸貴志,119,7,17,5.88,14.29
新潟,藤田菜七,878,66,166,7.52,18.91
新潟,蛯名正義,131,11,37,8.4,28.24
新潟,西村太一,54,1,3,1.85,5.56
新潟,西村淳也,512,50,139,9.77,27.15
新潟,西田雄一,363,15,46,4.13,12.67
新潟,西谷凜,29,1,5,3.45,17.24
新潟,角田大和,109,7,20,6.42,18.35
新潟,角田大河,29,1,7,3.45,24.14
新潟,酒井学,85,4,8,4.71,9.41
新潟,野中悠太,406,10,45,2.46,11.08
新潟,長岡禎仁,176,8,26,4.55,14.77
新潟,難波剛健,1,0,0,0.0,0.0
新潟,高倉稜,33,4,6,12.12,18.18
新潟,高田潤,5,0,1,0.0,20.0
新潟,高野和馬,1,0,0,0.0,0.0
新潟,鮫島克駿,523,50,159,9.56,30.4
新潟,鮫島良太,90,3,13,3.33,14.44
新潟,鷲頭虎太,16,0,1,0.0,6.25
新潟,黒岩悠,3,0,0,0.0,0.0
新潟,黛弘人,294,8,37,2.72,12.59
新潟,Ｍ．デム,377,71,155,18.83,41.11
札幌,イーガン,9,0,2,0.0,22.22
札幌,ウィリア,20,0,5,0.0,25.0
札幌,ウィルソ,4,0,1,0.0,25.0
札幌,オドノヒ,10,0,2,0.0,20.0
札幌,オールプ,7,0,0,0.0,0.0
札幌,クウィリ,6,0,0,0.0,0.0
札幌,クラスト,7,0,2,0.0,28.57
札幌,グラハム,4,0,0,0.0,0.0
札幌,コレット,4,0,0,0.0,0.0
札幌,スコフィ,10,0,1,0.0,10.0
札幌,スペンサ,4,0,1,0.0,25.0
札幌,ダシルヴ,5,1,2,20.0,40.0
札幌,ティータ,51,7,13,13.73,25.49
札幌,バシュロ,5,1,2,20.0,40.0
札幌,パコー,9,0,1,0.0,11.11
札幌,フォーリ,9,0,1,0.0,11.11
札幌,ベハラー,4,0,2,0.0,50.0
札幌,ホワイト,4,1,1,25.0,25.0
札幌,ホー,12,0,2,0.0,16.67
札幌,マカヴォ,9,1,1,11.11,11.11
札幌,マリヨン,5,0,1,0.0,20.0
札幌,ミシェル,4,1,1,25.0,25.0
札幌,メンディ,9,0,2,0.0,22.22
札幌,モレイラ,171,60,107,35.09,62.57
札幌,ルパルー,7,0,1,0.0,14.29
札幌,ルメール,552,142,301,25.72,54.53
札幌,三津谷隼,25,0,2,0.0,8.0
札幌,三浦皇成,110,12,37,10.91,33.64
札幌,中井裕二,38,0,5,0.0,13.16
札幌,中谷雄太,6,0,2,0.0,33.33
札幌,中野省吾,15,0,3,0.0,20.0
札幌,丸山元気,291,11,53,3.78,18.21
札幌,丸田恭介,14,0,1,0.0,7.14
札幌,丹内祐次,665,48,148,7.22,22.26
札幌,亀田温心,184,14,41,7.61,22.28
札幌,二本柳壮,3,1,2,33.33,66.67
札幌,五十嵐冬,43,2,8,4.65,18.6
札幌,井上俊彦,6,0,1,0.0,16.67
札幌,井上幹太,3,0,2,0.0,66.67
札幌,井上敏樹,154,5,21,3.25,13.64
札幌,伊藤千尋,1,0,0,0.0,0.0
札幌,伊藤工真,5,0,1,0.0,20.0
札幌,佐々木国,2,0,0,0.0,0.0
札幌,内田博幸,56,4,9,7.14,16.07
札幌,加藤祥太,200,10,25,5.0,12.5
札幌,勝浦正樹,471,17,94,3.61,19.96
札幌,北村友一,11,0,1,0.0,9.09
札幌,北村宏司,8,0,2,0.0,25.0
札幌,原優介,9,0,2,0.0,22.22
札幌,原田和真,130,2,10,1.54,7.69
札幌,古川吉洋,445,20,74,4.49,16.63
札幌,古川奈穂,28,0,2,0.0,7.14
札幌,吉村智洋,11,0,0,0.0,0.0
札幌,吉田豊,4,0,1,0.0,25.0
札幌,吉田隼人,487,53,149,10.88,30.6
札幌,和田竜二,36,3,13,8.33,36.11
札幌,和田翼,1,0,0,0.0,0.0
札幌,四位洋文,135,15,43,11.11,31.85
札幌,団野大成,328,17,70,5.18,21.34
札幌,国分優作,3,0,0,0.0,0.0
札幌,国分恭介,192,13,50,6.77,26.04
札幌,土田真翔,14,0,1,0.0,7.14
札幌,坂井瑠星,348,22,70,6.32,20.11
札幌,城戸義政,137,8,28,5.84,20.44
札幌,大久保友,39,1,2,2.56,5.13
札幌,大庭和弥,6,1,2,16.67,33.33
札幌,大野拓弥,180,9,56,5.0,31.11
札幌,太宰啓介,5,0,2,0.0,40.0
札幌,宮崎光行,9,0,0,0.0,0.0
札幌,富田暁,6,1,1,16.67,16.67
札幌,小島太一,4,0,0,0.0,0.0
札幌,小崎綾也,90,1,9,1.11,10.0
札幌,小林凌大,130,5,19,3.85,14.62
札幌,小林徹弥,18,0,1,0.0,5.56
札幌,小沢大仁,110,4,21,3.64,19.09
札幌,小牧太,2,0,1,0.0,50.0
札幌,山本咲希,3,0,0,0.0,0.0
札幌,山田敬士,145,3,17,2.07,11.72
札幌,岡部誠,4,0,1,0.0,25.0
札幌,岩橋勇二,7,0,0,0.0,0.0
札幌,岩田康誠,245,22,74,8.98,30.2
札幌,岩田望来,8,2,3,25.0,37.5
札幌,岩部純二,3,0,0,0.0,0.0
札幌,嶋田純次,16,0,2,0.0,12.5
札幌,川又賢治,43,2,6,4.65,13.95
札幌,川島信二,99,4,15,4.04,15.15
札幌,川田将雅,49,17,27,34.69,55.1
札幌,左海誠二,3,0,0,0.0,0.0
札幌,平野優,1,0,0,0.0,0.0
札幌,幸英明,18,0,4,0.0,22.22
札幌,戸崎圭太,79,5,22,6.33,27.85
札幌,斎藤新,83,7,20,8.43,24.1
札幌,服部寿希,2,0,0,0.0,0.0
札幌,服部茂史,27,0,6,0.0,22.22
札幌,木幡初也,89,4,11,4.49,12.36
札幌,木幡育也,2,0,0,0.0,0.0
札幌,杉原誠人,15,0,1,0.0,6.67
札幌,村田一誠,3,0,0,0.0,0.0
札幌,松井伸也,4,0,0,0.0,0.0
札幌,松山弘平,20,2,7,10.0,35.0
札幌,松岡正海,221,19,60,8.6,27.15
札幌,松田大作,179,11,37,6.15,20.67
札幌,松若風馬,6,0,0,0.0,0.0
札幌,柴山雄一,307,15,54,4.89,17.59
札幌,柴田善臣,12,0,2,0.0,16.67
札幌,柴田大知,35,2,8,5.71,22.86
札幌,桑村真明,42,0,2,0.0,4.76
札幌,横山典弘,139,15,51,10.79,36.69
札幌,横山和生,408,43,115,10.54,28.19
札幌,横山武史,579,78,186,13.47,32.12
札幌,横山琉人,103,5,16,4.85,15.53
札幌,武藤雅,6,1,1,16.67,16.67
札幌,武豊,257,40,118,15.56,45.91
札幌,水口優也,79,3,12,3.8,15.19
札幌,永島まな,31,0,2,0.0,6.45
札幌,永島太郎,1,0,0,0.0,0.0
札幌,永森大智,8,1,1,12.5,12.5
札幌,江田照男,16,0,1,0.0,6.25
札幌,池添謙一,463,53,150,11.45,32.4
札幌,泉谷楓真,148,5,23,3.38,15.54
札幌,浜中俊,88,6,25,6.82,28.41
札幌,田中健,2,1,1,50.0,50.0
札幌,田中勝春,10,1,4,10.0,40.0
札幌,田中博康,8,0,0,0.0,0.0
札幌,田辺裕信,31,1,10,3.23,32.26
札幌,田野豊三,1,0,0,0.0,0.0
札幌,畑端省吾,2,0,0,0.0,0.0
札幌,的場勇人,16,0,3,0.0,18.75
札幌,的場文男,6,0,0,0.0,0.0
札幌,石川倭,38,1,5,2.63,13.16
札幌,石川裕紀,97,5,17,5.15,17.53
札幌,石橋脩,3,0,0,0.0,0.0
札幌,福永祐一,191,21,75,10.99,39.27
札幌,秋山真一,10,1,1,10.0,10.0
札幌,秋山稔樹,244,19,53,7.79,21.72
札幌,竹之下智,34,0,1,0.0,2.94
札幌,笹川翼,2,0,0,0.0,0.0
札幌,荻野極,51,2,9,3.92,17.65
札幌,荻野琢真,160,4,18,2.5,11.25
札幌,菅原明良,69,6,13,8.7,18.84
札幌,菅原隆一,5,0,2,0.0,40.0
札幌,菊沢一樹,129,1,24,0.78,18.6
札幌,菱田裕二,479,33,108,6.89,22.55
札幌,落合玄太,13,0,0,0.0,0.0
札幌,藤井勘一,2,0,0,0.0,0.0
札幌,藤岡佑介,426,34,127,7.98,29.81
札幌,藤岡康太,289,19,74,6.57,25.61
札幌,藤懸貴志,2,0,1,0.0,50.0
札幌,藤田菜七,24,1,4,4.17,16.67
札幌,蛯名正義,114,8,31,7.02,27.19
札幌,西塚洸二,45,2,2,4.44,4.44
札幌,西村太一,21,0,2,0.0,9.52
札幌,西村淳也,3,0,0,0.0,0.0
札幌,西谷凜,33,0,4,0.0,12.12
札幌,角田大和,98,9,23,9.18,23.47
札幌,酒井学,16,0,3,0.0,18.75
札幌,長岡禎仁,83,3,10,3.61,12.05
札幌,阪野学,3,0,0,0.0,0.0
札幌,阿部龍,17,0,1,0.0,5.88
札幌,鮫島克駿,117,11,36,9.4,30.77
札幌,鷲頭虎太,56,1,6,1.79,10.71
札幌,黛弘人,393,16,54,4.07,13.74
札幌,Ｃ．デム,13,0,2,0.0,15.38
札幌,Ｍ．デム,60,6,25,10.0,41.67
東京,アッゼニ,9,0,0,0.0,0.0
東京,アヴドゥ,15,1,5,6.67,33.33
東京,オドノヒ,39,6,16,15.38,41.03
東京,オールプ,19,1,2,5.26,10.53
東京,ギュイヨ,10,2,2,20.0,20.0
東京,クリッパ,2,0,0,0.0,0.0
東京,コントレ,23,1,6,4.35,26.09
東京,シュタル,49,5,14,10.2,28.57
東京,シュミノ,56,5,14,8.93,25.0
東京,スミヨン,23,7,15,30.43,65.22
東京,デットー,11,3,4,27.27,36.36
東京,デュプレ,7,0,0,0.0,0.0
東京,ドイル,56,1,12,1.79,21.43
東京,バルザロ,4,0,0,0.0,0.0
東京,パリッシ,1,0,0,0.0,0.0
東京,パートン,1,0,0,0.0,0.0
東京,ヒューイ,38,6,14,15.79,36.84
東京,ビュイッ,40,6,16,15.0,40.0
東京,ファーガ,1,0,0,0.0,0.0
東京,フォーリ,55,2,13,3.64,23.64
東京,ブドー,1,0,0,0.0,0.0
東京,ブノワ,5,0,1,0.0,20.0
東京,ブロンデ,37,0,4,0.0,10.81
東京,プレブル,2,0,0,0.0,0.0
東京,ベリー,128,20,47,15.62,36.72
東京,ボウマン,76,13,30,17.11,39.47
東京,ポルク,1,0,0,0.0,0.0
東京,マーカン,77,9,26,11.69,33.77
東京,マーフィ,55,17,32,30.91,58.18
東京,ミナリク,132,7,18,5.3,13.64
東京,ムルザバ,8,0,1,0.0,12.5
東京,ムーア,162,33,77,20.37,47.53
東京,モレイラ,69,15,39,21.74,56.52
東京,ルメール,1745,481,1011,27.56,57.94
東京,レーン,370,87,186,23.51,50.27
東京,ヴェロン,27,2,6,7.41,22.22
東京,三津谷隼,1,0,0,0.0,0.0
東京,三浦皇成,1625,136,456,8.37,28.06
東京,上野翔,5,0,0,0.0,0.0
東京,中井裕二,15,1,2,6.67,13.33
東京,中村将之,1,0,0,0.0,0.0
東京,中谷雄太,58,3,7,5.17,12.07
東京,丸山元気,663,39,131,5.88,19.76
東京,丸田恭介,512,15,60,2.93,11.72
東京,丹内祐次,372,6,29,1.61,7.8
東京,亀田温心,27,1,2,3.7,7.41
東京,二本柳壮,78,0,6,0.0,7.69
東京,五十嵐冬,5,0,0,0.0,0.0
東京,五十嵐雄,5,0,0,0.0,0.0
東京,井上敏樹,226,2,16,0.88,7.08
東京,今村聖奈,10,0,1,0.0,10.0
東京,今野忠成,3,0,0,0.0,0.0
東京,伊藤工真,219,5,28,2.28,12.79
東京,伴啓太,106,1,3,0.94,2.83
東京,佐々木大,37,0,2,0.0,5.41
東京,佐藤友則,10,1,1,10.0,10.0
東京,内田博幸,2173,162,505,7.46,23.24
東京,加藤祥太,7,1,1,14.29,14.29
東京,勝浦正樹,380,10,43,2.63,11.32
東京,北村友一,178,18,47,10.11,26.4
東京,北村宏司,1402,88,291,6.28,20.76
東京,原優介,337,6,32,1.78,9.5
東京,原田和真,150,0,10,0.0,6.67
東京,古川吉洋,84,5,9,5.95,10.71
東京,古川奈穂,7,1,2,14.29,28.57
東京,吉原寛人,24,0,2,0.0,8.33
東京,吉田豊,1350,58,257,4.3,19.04
東京,吉田隼人,381,28,73,7.35,19.16
東京,和田竜二,341,14,66,4.11,19.35
東京,和田翼,17,1,5,5.88,29.41
東京,嘉藤貴行,608,9,42,1.48,6.91
東京,四位洋文,54,4,15,7.41,27.78
東京,団野大成,53,2,14,3.77,26.42
東京,国分優作,5,0,0,0.0,0.0
東京,国分恭介,28,0,2,0.0,7.14
東京,土田真翔,3,0,0,0.0,0.0
東京,坂井瑠星,268,18,58,6.72,21.64
東京,城戸義政,13,0,1,0.0,7.69
東京,大塚海渡,39,0,2,0.0,5.13
東京,大庭和弥,109,3,9,2.75,8.26
東京,大江原圭,3,0,0,0.0,0.0
東京,大野拓弥,2007,119,403,5.93,20.08
東京,太宰啓介,24,0,4,0.0,16.67
東京,宮崎光行,2,0,0,0.0,0.0
東京,宮崎北斗,369,9,31,2.44,8.4
東京,富田暁,24,0,2,0.0,8.33
東京,小坂忠士,1,1,1,100.0,100.0
東京,小島太一,33,0,1,0.0,3.03
東京,小崎綾也,15,0,1,0.0,6.67
東京,小林凌大,113,4,11,3.54,9.73
東京,小林脩斗,193,6,13,3.11,6.74
東京,小牧太,21,0,2,0.0,9.52
東京,小野寺祐,13,0,0,0.0,0.0
東京,山中悠希,1,0,0,0.0,0.0
東京,山本康志,1,0,0,0.0,0.0
東京,山本聡哉,11,0,0,0.0,0.0
東京,山田敬士,401,6,20,1.5,4.99
東京,岡村健司,1,0,0,0.0,0.0
東京,岡田祥嗣,18,0,2,0.0,11.11
東京,岩田康誠,602,37,136,6.15,22.59
東京,岩田望来,248,16,66,6.45,26.61
東京,岩部純二,441,12,33,2.72,7.48
東京,嶋田純次,199,6,23,3.02,11.56
東京,川又賢治,13,0,1,0.0,7.69
東京,川島信二,19,2,6,10.53,31.58
東京,川田将雅,394,65,177,16.5,44.92
東京,川須栄彦,30,1,4,3.33,13.33
東京,左海誠二,4,0,0,0.0,0.0
東京,平野優,13,0,0,0.0,0.0
東京,幸英明,119,3,15,2.52,12.61
東京,張田昂,3,0,1,0.0,33.33
東京,御神本訓,4,0,0,0.0,0.0
東京,戸崎圭太,2104,345,883,16.4,41.97
東京,斎藤新,76,3,8,3.95,10.53
東京,服部寿希,2,0,0,0.0,0.0
東京,服部茂史,15,0,0,0.0,0.0
東京,木幡初也,194,3,16,1.55,8.25
東京,木幡初広,96,3,13,3.12,13.54
東京,木幡巧也,1136,37,161,3.26,14.17
東京,木幡育也,640,15,60,2.34,9.38
東京,本田正重,3,0,0,0.0,0.0
